Node,X,Y,Z
596,155.000000,105.000000,19.500000
597,165.000000,105.000000,19.500000
598,175.000000,105.000000,19.500000
599,185.000000,105.000000,19.500000
600,195.000000,105.000000,19.500000
601,5.000000,95.000000,19.500000
602,15.000000,95.000000,19.500000
603,25.000000,95.000000,19.500000
604,35.000000,95.000000,19.500000
605,45.000000,95.000000,19.500000
606,55.000000,95.000000,19.500000
607,65.000000,95.000000,19.500000
608,75.000000,95.000000,19.500000
609,85.000000,95.000000,19.500000
610,95.000000,95.000000,19.500000
611,105.000000,95.000000,19.500000
612,115.000000,95.000000,19.500000
613,125.000000,95.000000,19.500000
614,135.000000,95.000000,19.500000
615,145.000000,95.000000,19.500000
616,155.000000,95.000000,19.500000
617,165.000000,95.000000,19.500000
618,175.000000,95.000000,19.500000
619,185.000000,95.000000,19.500000
620,195.000000,95.000000,19.500000
621,5.000000,85.000000,19.500000
622,15.000000,85.000000,19.500000
623,25.000000,85.000000,19.500000
624,35.000000,85.000000,19.500000
625,45.000000,85.000000,19.500000
626,55.000000,85.000000,19.500000
627,65.000000,85.000000,19.500000
628,75.000000,85.000000,19.500000
629,85.000000,85.000000,19.500000
630,95.000000,85.000000,19.500000
631,105.000000,85.000000,19.500000
632,115.000000,85.000000,19.500000
633,125.000000,85.000000,19.500000
634,135.000000,85.000000,19.500000
635,145.000000,85.000000,19.500000
636,155.000000,85.000000,19.500000
637,165.000000,85.000000,19.500000
638,175.000000,85.000000,19.500000
639,185.000000,85.000000,19.500000
640,195.000000,85.000000,19.500000
641,5.000000,75.000000,19.500000
642,15.000000,75.000000,19.500000
643,25.000000,75.000000,19.500000
644,35.000000,75.000000,19.500000
645,45.000000,75.000000,19.500000
646,55.000000,75.000000,19.500000
647,65.000000,75.000000,19.500000
648,75.000000,75.000000,19.500000
649,85.000000,75.000000,19.500000
650,95.000000,75.000000,19.500000
651,105.000000,75.000000,19.500000
652,115.000000,75.000000,19.500000
653,125.000000,75.000000,19.500000
654,135.000000,75.000000,19.500000
655,145.000000,75.000000,19.500000
656,155.000000,75.000000,19.500000
657,165.000000,75.000000,19.500000
658,175.000000,75.000000,19.500000
659,185.000000,75.000000,19.500000
660,195.000000,75.000000,19.500000
661,5.000000,65.000000,19.500000
662,15.000000,65.000000,19.500000
663,25.000000,65.000000,19.500000
664,35.000000,65.000000,19.500000
665,45.000000,65.000000,19.500000
666,55.000000,65.000000,19.500000
667,65.000000,65.000000,19.500000
668,75.000000,65.000000,19.500000
669,85.000000,65.000000,19.500000
670,95.000000,65.000000,19.500000
671,105.000000,65.000000,19.500000
672,115.000000,65.000000,19.500000
673,125.000000,65.000000,19.500000
674,135.000000,65.000000,19.500000
675,145.000000,65.000000,19.500000
676,155.000000,65.000000,19.500000
677,165.000000,65.000000,19.500000
678,175.000000,65.000000,19.500000
679,185.000000,65.000000,19.500000
680,195.000000,65.000000,19.500000
681,5.000000,55.000000,19.500000
682,15.000000,55.000000,19.500000
683,25.000000,55.000000,19.500000
684,35.000000,55.000000,19.500000
685,45.000000,55.000000,19.500000
686,55.000000,55.000000,19.500000
687,65.000000,55.000000,19.500000
688,75.000000,55.000000,19.500000
689,85.000000,55.000000,19.500000
690,95.000000,55.000000,19.500000
691,105.000000,55.000000,19.500000
692,115.000000,55.000000,19.500000
693,125.000000,55.000000,19.500000
694,135.000000,55.000000,19.500000
695,145.000000,55.000000,19.500000
696,155.000000,55.000000,19.500000
697,165.000000,55.000000,19.500000
698,175.000000,55.000000,19.500000
699,185.000000,55.000000,19.500000
700,195.000000,55.000000,19.500000
701,5.000000,45.000000,19.500000
702,15.000000,45.000000,19.500000
703,25.000000,45.000000,19.500000
704,35.000000,45.000000,19.500000
705,45.000000,45.000000,19.500000
706,55.000000,45.000000,19.500000
707,65.000000,45.000000,19.500000
708,75.000000,45.000000,19.500000
709,85.000000,45.000000,19.500000
710,95.000000,45.000000,19.500000
711,105.000000,45.000000,19.500000
712,115.000000,45.000000,19.500000
713,125.000000,45.000000,19.500000
714,135.000000,45.000000,19.500000
715,145.000000,45.000000,19.500000
716,155.000000,45.000000,19.500000
717,165.000000,45.000000,19.500000
718,175.000000,45.000000,19.500000
719,185.000000,45.000000,19.500000
720,195.000000,45.000000,19.500000
721,5.000000,35.000000,19.500000
722,15.000000,35.000000,19.500000
723,25.000000,35.000000,19.500000
724,35.000000,35.000000,19.500000
725,45.000000,35.000000,19.500000
726,55.000000,35.000000,19.500000
727,65.000000,35.000000,19.500000
728,75.000000,35.000000,19.500000
729,85.000000,35.000000,19.500000
730,95.000000,35.000000,19.500000
731,105.000000,35.000000,19.500000
732,115.000000,35.000000,19.500000
733,125.000000,35.000000,19.500000
734,135.000000,35.000000,19.500000
735,145.000000,35.000000,19.500000
736,155.000000,35.000000,19.500000
737,165.000000,35.000000,19.500000
738,175.000000,35.000000,19.500000
739,185.000000,35.000000,19.500000
740,195.000000,35.000000,19.500000
741,5.000000,25.000000,19.500000
742,15.000000,25.000000,19.500000
743,25.000000,25.000000,19.500000
744,35.000000,25.000000,19.500000
745,45.000000,25.000000,19.500000
746,55.000000,25.000000,19.500000
747,65.000000,25.000000,19.500000
748,75.000000,25.000000,19.500000
749,85.000000,25.000000,19.500000
750,95.000000,25.000000,19.500000
751,105.000000,25.000000,19.500000
752,115.000000,25.000000,19.500000
753,125.000000,25.000000,19.500000
754,135.000000,25.000000,19.500000
755,145.000000,25.000000,19.500000
756,155.000000,25.000000,19.500000
757,165.000000,25.000000,19.500000
758,175.000000,25.000000,19.500000
759,185.000000,25.000000,19.500000
760,195.000000,25.000000,19.500000
761,5.000000,15.000000,19.500000
762,15.000000,15.000000,19.500000
763,25.000000,15.000000,19.500000
764,35.000000,15.000000,19.500000
765,45.000000,15.000000,19.500000
766,55.000000,15.000000,19.500000
767,65.000000,15.000000,19.500000
768,75.000000,15.000000,19.500000
769,85.000000,15.000000,19.500000
770,95.000000,15.000000,19.500000
771,105.000000,15.000000,19.500000
772,115.000000,15.000000,19.500000
773,125.000000,15.000000,19.500000
774,135.000000,15.000000,19.500000
775,145.000000,15.000000,19.500000
776,155.000000,15.000000,19.500000
777,165.000000,15.000000,19.500000
778,175.000000,15.000000,19.500000
779,185.000000,15.000000,19.500000
780,195.000000,15.000000,19.500000
781,5.000000,5.000000,19.500000
782,15.000000,5.000000,19.500000
783,25.000000,5.000000,19.500000
784,35.000000,5.000000,19.500000
785,45.000000,5.000000,19.500000
786,55.000000,5.000000,19.500000
787,65.000000,5.000000,19.500000
788,75.000000,5.000000,19.500000
789,85.000000,5.000000,19.500000
790,95.000000,5.000000,19.500000
791,105.000000,5.000000,19.500000
792,115.000000,5.000000,19.500000
793,125.000000,5.000000,19.500000
794,135.000000,5.000000,19.500000
795,145.000000,5.000000,19.500000
796,155.000000,5.000000,19.500000
797,165.000000,5.000000,19.500000
798,175.000000,5.000000,19.500000
799,185.000000,5.000000,19.500000
800,195.000000,5.000000,19.500000
801,5.000000,195.000000,9.500000
802,15.000000,195.000000,9.500000
803,25.000000,195.000000,9.500000
804,35.000000,195.000000,9.500000
805,45.000000,195.000000,9.500000
806,55.000000,195.000000,9.500000
807,65.000000,195.000000,9.500000
808,75.000000,195.000000,9.500000
809,85.000000,195.000000,9.500000
810,95.000000,195.000000,9.500000
811,105.000000,195.000000,9.500000
812,115.000000,195.000000,9.500000
813,125.000000,195.000000,9.500000
814,135.000000,195.000000,9.500000
815,145.000000,195.000000,9.500000
816,155.000000,195.000000,9.500000
817,165.000000,195.000000,9.500000
818,175.000000,195.000000,9.500000
819,185.000000,195.000000,9.500000
820,195.000000,195.000000,9.500000
821,5.000000,185.000000,9.500000
822,15.000000,185.000000,9.500000
823,25.000000,185.000000,9.500000
824,35.000000,185.000000,9.500000
825,45.000000,185.000000,9.500000
826,55.000000,185.000000,9.500000
827,65.000000,185.000000,9.500000
828,75.000000,185.000000,9.500000
829,85.000000,185.000000,9.500000
830,95.000000,185.000000,9.500000
831,105.000000,185.000000,9.500000
832,115.000000,185.000000,9.500000
833,125.000000,185.000000,9.500000
834,135.000000,185.000000,9.500000
835,145.000000,185.000000,9.500000
836,155.000000,185.000000,9.500000
837,165.000000,185.000000,9.500000
838,175.000000,185.000000,9.500000
839,185.000000,185.000000,9.500000
840,195.000000,185.000000,9.500000
841,5.000000,175.000000,9.500000
842,15.000000,175.000000,9.500000
843,25.000000,175.000000,9.500000
844,35.000000,175.000000,9.500000
845,45.000000,175.000000,9.500000
846,55.000000,175.000000,9.500000
847,65.000000,175.000000,9.500000
848,75.000000,175.000000,9.500000
849,85.000000,175.000000,9.500000
850,95.000000,175.000000,9.500000
851,105.000000,175.000000,9.500000
852,115.000000,175.000000,9.500000
853,125.000000,175.000000,9.500000
854,135.000000,175.000000,9.500000
855,145.000000,175.000000,9.500000
856,155.000000,175.000000,9.500000
857,165.000000,175.000000,9.500000
858,175.000000,175.000000,9.500000
859,185.000000,175.000000,9.500000
860,195.000000,175.000000,9.500000
861,5.000000,165.000000,9.500000
862,15.000000,165.000000,9.500000
863,25.000000,165.000000,9.500000
864,35.000000,165.000000,9.500000
865,45.000000,165.000000,9.500000
866,55.000000,165.000000,9.500000
867,65.000000,165.000000,9.500000
868,75.000000,165.000000,9.500000
869,85.000000,165.000000,9.500000
870,95.000000,165.000000,9.500000
871,105.000000,165.000000,9.500000
872,115.000000,165.000000,9.500000
873,125.000000,165.000000,9.500000
874,135.000000,165.000000,9.500000
875,145.000000,165.000000,9.500000
876,155.000000,165.000000,9.500000
877,165.000000,165.000000,9.500000
878,175.000000,165.000000,9.500000
879,185.000000,165.000000,9.500000
880,195.000000,165.000000,9.500000
881,5.000000,155.000000,9.500000
882,15.000000,155.000000,9.500000
883,25.000000,155.000000,9.500000
884,35.000000,155.000000,9.500000
885,45.000000,155.000000,9.500000
886,55.000000,155.000000,9.500000
887,65.000000,155.000000,9.500000
888,75.000000,155.000000,9.500000
889,85.000000,155.000000,9.500000
890,95.000000,155.000000,9.500000
891,105.000000,155.000000,9.500000
892,115.000000,155.000000,9.500000
893,125.000000,155.000000,9.500000
894,135.000000,155.000000,9.500000
895,145.000000,155.000000,9.500000
896,155.000000,155.000000,9.500000
897,165.000000,155.000000,9.500000
898,175.000000,155.000000,9.500000
899,185.000000,155.000000,9.500000
900,195.000000,155.000000,9.500000
901,5.000000,145.000000,9.500000
902,15.000000,145.000000,9.500000
903,25.000000,145.000000,9.500000
904,35.000000,145.000000,9.500000
905,45.000000,145.000000,9.500000
906,55.000000,145.000000,9.500000
907,65.000000,145.000000,9.500000
908,75.000000,145.000000,9.500000
909,85.000000,145.000000,9.500000
910,95.000000,145.000000,9.500000
911,105.000000,145.000000,9.500000
912,115.000000,145.000000,9.500000
913,125.000000,145.000000,9.500000
914,135.000000,145.000000,9.500000
915,145.000000,145.000000,9.500000
916,155.000000,145.000000,9.500000
917,165.000000,145.000000,9.500000
918,175.000000,145.000000,9.500000
919,185.000000,145.000000,9.500000
920,195.000000,145.000000,9.500000
921,5.000000,135.000000,9.500000
922,15.000000,135.000000,9.500000
923,25.000000,135.000000,9.500000
924,35.000000,135.000000,9.500000
925,45.000000,135.000000,9.500000
926,55.000000,135.000000,9.500000
927,65.000000,135.000000,9.500000
928,75.000000,135.000000,9.500000
929,85.000000,135.000000,9.500000
930,95.000000,135.000000,9.500000
931,105.000000,135.000000,9.500000
932,115.000000,135.000000,9.500000
933,125.000000,135.000000,9.500000
934,135.000000,135.000000,9.500000
935,145.000000,135.000000,9.500000
936,155.000000,135.000000,9.500000
937,165.000000,135.000000,9.500000
938,175.000000,135.000000,9.500000
939,185.000000,135.000000,9.500000
940,195.000000,135.000000,9.500000
941,5.000000,125.000000,9.500000
942,15.000000,125.000000,9.500000
943,25.000000,125.000000,9.500000
944,35.000000,125.000000,9.500000
945,45.000000,125.000000,9.500000
946,55.000000,125.000000,9.500000
947,65.000000,125.000000,9.500000
948,75.000000,125.000000,9.500000
949,85.000000,125.000000,9.500000
950,95.000000,125.000000,9.500000
951,105.000000,125.000000,9.500000
952,115.000000,125.000000,9.500000
953,125.000000,125.000000,9.500000
954,135.000000,125.000000,9.500000
955,145.000000,125.000000,9.500000
956,155.000000,125.000000,9.500000
957,165.000000,125.000000,9.500000
958,175.000000,125.000000,9.500000
959,185.000000,125.000000,9.500000
960,195.000000,125.000000,9.500000
961,5.000000,115.000000,9.500000
962,15.000000,115.000000,9.500000
963,25.000000,115.000000,9.500000
964,35.000000,115.000000,9.500000
965,45.000000,115.000000,9.500000
966,55.000000,115.000000,9.500000
967,65.000000,115.000000,9.500000
968,75.000000,115.000000,9.500000
969,85.000000,115.000000,9.500000
970,95.000000,115.000000,9.500000
971,105.000000,115.000000,9.500000
972,115.000000,115.000000,9.500000
973,125.000000,115.000000,9.500000
974,135.000000,115.000000,9.500000
975,145.000000,115.000000,9.500000
976,155.000000,115.000000,9.500000
977,165.000000,115.000000,9.500000
978,175.000000,115.000000,9.500000
979,185.000000,115.000000,9.500000
980,195.000000,115.000000,9.500000
981,5.000000,105.000000,9.500000
982,15.000000,105.000000,9.500000
983,25.000000,105.000000,9.500000
984,35.000000,105.000000,9.500000
985,45.000000,105.000000,9.500000
986,55.000000,105.000000,9.500000
987,65.000000,105.000000,9.500000
988,75.000000,105.000000,9.500000
989,85.000000,105.000000,9.500000
990,95.000000,105.000000,9.500000
991,105.000000,105.000000,9.500000
992,115.000000,105.000000,9.500000
993,125.000000,105.000000,9.500000
994,135.000000,105.000000,9.500000
995,145.000000,105.000000,9.500000
996,155.000000,105.000000,9.500000
997,165.000000,105.000000,9.500000
998,175.000000,105.000000,9.500000
999,185.000000,105.000000,9.500000
1000,195.000000,105.000000,9.500000
1001,5.000000,95.000000,9.500000
1002,15.000000,95.000000,9.500000
1003,25.000000,95.000000,9.500000
1004,35.000000,95.000000,9.500000
1005,45.000000,95.000000,9.500000
1006,55.000000,95.000000,9.500000
1007,65.000000,95.000000,9.500000
1008,75.000000,95.000000,9.500000
1009,85.000000,95.000000,9.500000
1010,95.000000,95.000000,9.500000
1011,105.000000,95.000000,9.500000
1012,115.000000,95.000000,9.500000
1013,125.000000,95.000000,9.500000
1014,135.000000,95.000000,9.500000
1015,145.000000,95.000000,9.500000
1016,155.000000,95.000000,9.500000
1017,165.000000,95.000000,9.500000
1018,175.000000,95.000000,9.500000
1019,185.000000,95.000000,9.500000
1020,195.000000,95.000000,9.500000
1021,5.000000,85.000000,9.500000
1022,15.000000,85.000000,9.500000
1023,25.000000,85.000000,9.500000
1024,35.000000,85.000000,9.500000
1025,45.000000,85.000000,9.500000
1026,55.000000,85.000000,9.500000
1027,65.000000,85.000000,9.500000
1028,75.000000,85.000000,9.500000
1029,85.000000,85.000000,9.500000
1030,95.000000,85.000000,9.500000
1031,105.000000,85.000000,9.500000
1032,115.000000,85.000000,9.500000
1033,125.000000,85.000000,9.500000
1034,135.000000,85.000000,9.500000
1035,145.000000,85.000000,9.500000
1036,155.000000,85.000000,9.500000
1037,165.000000,85.000000,9.500000
1038,175.000000,85.000000,9.500000
1039,185.000000,85.000000,9.500000
1040,195.000000,85.000000,9.500000
1041,5.000000,75.000000,9.500000
1042,15.000000,75.000000,9.500000
1043,25.000000,75.000000,9.500000
1044,35.000000,75.000000,9.500000
1045,45.000000,75.000000,9.500000
1046,55.000000,75.000000,9.500000
1047,65.000000,75.000000,9.500000
1048,75.000000,75.000000,9.500000
1049,85.000000,75.000000,9.500000
1050,95.000000,75.000000,9.500000
1051,105.000000,75.000000,9.500000
1052,115.000000,75.000000,9.500000
1053,125.000000,75.000000,9.500000
1054,135.000000,75.000000,9.500000
1055,145.000000,75.000000,9.500000
1056,155.000000,75.000000,9.500000
1057,165.000000,75.000000,9.500000
1058,175.000000,75.000000,9.500000
1059,185.000000,75.000000,9.500000
1060,195.000000,75.000000,9.500000
1061,5.000000,65.000000,9.500000
1062,15.000000,65.000000,9.500000
1063,25.000000,65.000000,9.500000
1064,35.000000,65.000000,9.500000
1065,45.000000,65.000000,9.500000
1066,55.000000,65.000000,9.500000
1067,65.000000,65.000000,9.500000
1068,75.000000,65.000000,9.500000
1069,85.000000,65.000000,9.500000
1070,95.000000,65.000000,9.500000
1071,105.000000,65.000000,9.500000
1072,115.000000,65.000000,9.500000
1073,125.000000,65.000000,9.500000
1074,135.000000,65.000000,9.500000
1075,145.000000,65.000000,9.500000
1076,155.000000,65.000000,9.500000
1077,165.000000,65.000000,9.500000
1078,175.000000,65.000000,9.500000
1079,185.000000,65.000000,9.500000
1080,195.000000,65.000000,9.500000
1081,5.000000,55.000000,9.500000
1082,15.000000,55.000000,9.500000
1083,25.000000,55.000000,9.500000
1084,35.000000,55.000000,9.500000
1085,45.000000,55.000000,9.500000
1086,55.000000,55.000000,9.500000
1087,65.000000,55.000000,9.500000
1088,75.000000,55.000000,9.500000
1089,85.000000,55.000000,9.500000
1090,95.000000,55.000000,9.500000
1091,105.000000,55.000000,9.500000
1092,115.000000,55.000000,9.500000
1093,125.000000,55.000000,9.500000
1094,135.000000,55.000000,9.500000
1095,145.000000,55.000000,9.500000
1096,155.000000,55.000000,9.500000
1097,165.000000,55.000000,9.500000
1098,175.000000,55.000000,9.500000
1099,185.000000,55.000000,9.500000
1100,195.000000,55.000000,9.500000
1101,5.000000,45.000000,9.500000
1102,15.000000,45.000000,9.500000
1103,25.000000,45.000000,9.500000
1104,35.000000,45.000000,9.500000
1105,45.000000,45.000000,9.500000
1106,55.000000,45.000000,9.500000
1107,65.000000,45.000000,9.500000
1108,75.000000,45.000000,9.500000
1109,85.000000,45.000000,9.500000
1110,95.000000,45.000000,9.500000
1111,105.000000,45.000000,9.500000
1112,115.000000,45.000000,9.500000
1113,125.000000,45.000000,9.500000
1114,135.000000,45.000000,9.500000
1115,145.000000,45.000000,9.500000
1116,155.000000,45.000000,9.500000
1117,165.000000,45.000000,9.500000
1118,175.000000,45.000000,9.500000
1119,185.000000,45.000000,9.500000
1120,195.000000,45.000000,9.500000
1121,5.000000,35.000000,9.500000
1122,15.000000,35.000000,9.500000
1123,25.000000,35.000000,9.500000
1124,35.000000,35.000000,9.500000
1125,45.000000,35.000000,9.500000
1126,55.000000,35.000000,9.500000
1127,65.000000,35.000000,9.500000
1128,75.000000,35.000000,9.500000
1129,85.000000,35.000000,9.500000
1130,95.000000,35.000000,9.500000
1131,105.000000,35.000000,9.500000
1132,115.000000,35.000000,9.500000
1133,125.000000,35.000000,9.500000
1134,135.000000,35.000000,9.500000
1135,145.000000,35.000000,9.500000
1136,155.000000,35.000000,9.500000
1137,165.000000,35.000000,9.500000
1138,175.000000,35.000000,9.500000
1139,185.000000,35.000000,9.500000
1140,195.000000,35.000000,9.500000
1141,5.000000,25.000000,9.500000
1142,15.000000,25.000000,9.500000
1143,25.000000,25.000000,9.500000
1144,35.000000,25.000000,9.500000
1145,45.000000,25.000000,9.500000
1146,55.000000,25.000000,9.500000
1147,65.000000,25.000000,9.500000
1148,75.000000,25.000000,9.500000
1149,85.000000,25.000000,9.500000
1150,95.000000,25.000000,9.500000
1151,105.000000,25.000000,9.500000
1152,115.000000,25.000000,9.500000
1153,125.000000,25.000000,9.500000
1154,135.000000,25.000000,9.500000
1155,145.000000,25.000000,9.500000
1156,155.000000,25.000000,9.500000
1157,165.000000,25.000000,9.500000
1158,175.000000,25.000000,9.500000
1159,185.000000,25.000000,9.500000
1160,195.000000,25.000000,9.500000
1161,5.000000,15.000000,9.500000
1162,15.000000,15.000000,9.500000
1163,25.000000,15.000000,9.500000
1164,35.000000,15.000000,9.500000
1165,45.000000,15.000000,9.500000
1166,55.000000,15.000000,9.500000
1167,65.000000,15.000000,9.500000
1168,75.000000,15.000000,9.500000
1169,85.000000,15.000000,9.500000
1170,95.000000,15.000000,9.500000
1171,105.000000,15.000000,9.500000
1172,115.000000,15.000000,9.500000
1173,125.000000,15.000000,9.500000
1174,135.000000,15.000000,9.500000
1175,145.000000,15.000000,9.500000
1176,155.000000,15.000000,9.500000
1177,165.000000,15.000000,9.500000
1178,175.000000,15.000000,9.500000
1179,185.000000,15.000000,9.500000
1180,195.000000,15.000000,9.500000
1181,5.000000,5.000000,9.500000
1182,15.000000,5.000000,9.500000
1183,25.000000,5.000000,9.500000
1184,35.000000,5.000000,9.500000
1185,45.000000,5.000000,9.500000
1186,55.000000,5.000000,9.500000
1187,65.000000,5.000000,9.500000
1188,75.000000,5.000000,9.500000
1189,85.000000,5.000000,9.500000
1190,95.000000,5.000000,9.500000
1191,105.000000,5.000000,9.500000
1192,115.000000,5.000000,9.500000
1193,125.000000,5.000000,9.500000
1194,135.000000,5.000000,9.500000
1195,145.000000,5.000000,9.500000
1196,155.000000,5.000000,9.500000
1197,165.000000,5.000000,9.500000
1198,175.000000,5.000000,9.500000
1199,185.000000,5.000000,9.500000
1200,195.000000,5.000000,9.500000
